customer_id,application_date,loan_amount,interest_rate,tenure_years,credit_score,employment_type,property_value,EMI,default_flag,years_before_default,outstanding_principal,recovery_value,LGD,EAD,PD,EL
610,2016-09-01,4334817,8.98,15,538,Self-employed,5475895.944490727,43915.0,0,,0.0,0.0,0.0,0.0,0.3,0.0
611,2016-09-02,3715514,7.23,25,898,Salaried,4193601.2113003246,26808.0,0,,0.0,0.0,0.0,0.0,0.02,0.0
612,2016-09-03,3658571,7.59,25,857,Self-employed,5804246.760693938,27251.0,0,,0.0,0.0,0.0,0.0,0.02,0.0
613,2016-09-04,5834357,10.59,10,671,Self-employed,8423188.869651902,79020.0,0,,0.0,0.0,0.0,0.0,0.1,0.0
614,2016-09-05,8102173,7.59,25,794,Self-employed,10342225.593002759,60349.0,0,,0.0,0.0,0.0,0.0,0.02,0.0
615,2016-09-06,5892472,9.65,10,344,Self-employed,6626590.632628564,76732.0,0,,0.0,0.0,0.0,0.0,0.3,0.0
616,2016-09-07,1481680,10.75,30,700,Self-employed,2356839.833985477,13831.0,0,,0.0,0.0,0.0,0.0,0.02,0.0
617,2016-09-08,6165679,7.14,15,546,Self-employed,10161563.98793858,55903.0,1,5.0,4110452.666666667,9094789.02627464,0.0,4110452.666666667,0.3,0.0
618,2016-09-09,7180142,9.9,30,896,Salaried,11642374.482026257,62481.0,0,,0.0,0.0,0.0,0.0,0.02,0.0
619,2016-09-10,6287118,8.04,20,749,Salaried,10210973.463114208,52745.0,1,5.0,4715338.5,8002751.69690622,0.0,4715338.5,0.02,0.0
620,2016-09-11,5100673,12.28,20,784,Salaried,5847083.916217803,57162.0,0,,0.0,0.0,0.0,0.0,0.02,0.0
621,2016-09-12,2534026,9.4,20,317,Salaried,3103988.529976094,23455.0,0,,0.0,0.0,0.0,0.0,0.3,0.0
622,2016-09-13,9704434,11.34,30,588,Salaried,12083237.98478527,94919.0,0,,0.0,0.0,0.0,0.0,0.3,0.0
623,2016-09-14,4467366,9.8,25,713,Self-employed,5903187.365054734,39967.0,0,,0.0,0.0,0.0,0.0,0.02,0.0
624,2016-09-15,1327359,6.76,15,534,Salaried,1590440.4600591694,11753.0,1,4.0,973396.6000000001,1217590.0527411175,0.0,973396.6000000001,0.3,0.0
625,2016-09-16,1317537,10.3,20,715,Salaried,2037340.9827333163,12977.0,0,,0.0,0.0,0.0,0.0,0.02,0.0
626,2016-09-17,7953757,12.21,20,798,Self-employed,11084103.341051757,88745.0,0,,0.0,0.0,0.0,0.0,0.02,0.0
627,2016-09-18,1550222,10.11,20,414,Self-employed,2075260.1788050984,15073.0,1,5.0,1162666.5,1834943.1662323656,0.0,1162666.5,0.3,0.0
628,2016-09-19,5975026,11.42,15,533,Salaried,9437388.030739518,69496.0,0,,0.0,0.0,0.0,0.0,0.3,0.0
629,2016-09-20,8795134,11.81,20,839,Self-employed,12116944.500124615,95680.0,0,,0.0,0.0,0.0,0.0,0.02,0.0
630,2016-09-21,3573619,7.87,15,310,Self-employed,5142263.839367796,33884.0,1,2.0,3097136.466666667,4631103.907991948,0.0,3097136.466666667,0.3,0.0
631,2016-09-22,3453752,7.77,20,505,Self-employed,5655633.544663034,28396.0,1,4.0,2763001.6,4362041.032475812,0.0,2763001.6,0.3,0.0
632,2016-09-23,8265760,10.17,30,546,Self-employed,12894686.585030932,73578.0,0,,0.0,0.0,0.0,0.0,0.3,0.0
633,2016-09-24,2353038,8.97,30,858,Salaried,2837682.8898436017,18882.0,0,,0.0,0.0,0.0,0.0,0.02,0.0
634,2016-09-25,9639483,11.54,15,426,Self-employed,15922203.368264351,112853.0,0,,0.0,0.0,0.0,0.0,0.3,0.0
635,2016-09-26,5657693,11.9,30,446,Salaried,6427180.868289223,57761.0,0,,0.0,0.0,0.0,0.0,0.3,0.0
636,2016-09-27,5264694,8.62,15,417,Salaried,8411029.915524058,52215.0,0,,0.0,0.0,0.0,0.0,0.3,0.0
637,2016-09-28,1707689,7.92,30,681,Self-employed,2033516.4337946207,12435.0,0,,0.0,0.0,0.0,0.0,0.1,0.0
638,2016-09-29,2296516,11.18,30,711,Self-employed,2640933.433313566,22183.0,0,,0.0,0.0,0.0,0.0,0.02,0.0
639,2016-09-30,4463351,8.15,15,883,Self-employed,5058534.786121798,43042.0,0,,0.0,0.0,0.0,0.0,0.02,0.0
640,2016-10-01,2854971,11.44,25,662,Salaried,3318795.5551244775,28895.0,0,,0.0,0.0,0.0,0.0,0.1,0.0
641,2016-10-02,2849396,9.04,30,808,Self-employed,4152034.492348087,23009.0,0,,0.0,0.0,0.0,0.0,0.02,0.0
642,2016-10-03,3691276,10.51,20,436,Self-employed,5273807.895153261,36878.0,0,,0.0,0.0,0.0,0.0,0.3,0.0
643,2016-10-04,3526954,7.07,25,474,Self-employed,4844958.551601751,25085.0,0,,0.0,0.0,0.0,0.0,0.3,0.0
644,2016-10-05,7549546,10.24,15,588,Self-employed,11763283.446349733,82240.0,0,,0.0,0.0,0.0,0.0,0.3,0.0
645,2016-10-06,9007407,9.21,25,780,Self-employed,14847005.370006846,76889.0,0,,0.0,0.0,0.0,0.0,0.02,0.0
646,2016-10-07,8385034,10.02,10,318,Salaried,9741696.96893008,110902.0,0,,0.0,0.0,0.0,0.0,0.3,0.0
647,2016-10-08,8063410,7.51,10,494,Self-employed,10523366.799309978,95756.0,0,,0.0,0.0,0.0,0.0,0.3,0.0
648,2016-10-09,9001482,10.92,30,629,Self-employed,11501773.344679771,85180.0,1,3.0,8101333.8,10812896.42497528,0.0,8101333.8,0.1,0.0
649,2016-10-10,2072647,11.68,30,474,Self-employed,2360386.2443508278,20810.0,0,,0.0,0.0,0.0,0.0,0.3,0.0
650,2016-10-11,2631107,7.8,20,748,Salaried,3290792.1896694223,21681.0,0,,0.0,0.0,0.0,0.0,0.02,0.0
651,2016-10-12,6106563,7.07,25,653,Self-employed,7564592.411727759,43433.0,0,,0.0,0.0,0.0,0.0,0.1,0.0
652,2016-10-13,9234679,6.64,10,798,Salaried,11045069.829041539,105517.0,0,,0.0,0.0,0.0,0.0,0.02,0.0
653,2016-10-14,7463768,10.35,30,440,Salaried,11755732.695314419,67438.0,0,,0.0,0.0,0.0,0.0,0.3,0.0
654,2016-10-15,6606594,10.14,25,392,Self-employed,9330706.354227846,60687.0,0,,0.0,0.0,0.0,0.0,0.3,0.0
655,2016-10-16,2950367,9.78,30,538,Self-employed,3313297.7561568934,25413.0,1,1.0,2852021.4333333336,2874294.0730774538,0.0,2852021.4333333336,0.3,0.0
656,2016-10-17,2910705,7.89,30,504,Self-employed,3319391.7544222716,21135.0,1,3.0,2619634.5,2530466.527738154,0.03,2619634.5,0.3,23576.71
657,2016-10-18,2601596,8.85,10,859,Salaried,3006851.6857938464,32745.0,0,,0.0,0.0,0.0,0.0,0.02,0.0
658,2016-10-19,4791481,10.07,10,732,Salaried,6513469.34092744,63506.0,0,,0.0,0.0,0.0,0.0,0.02,0.0
659,2016-10-20,6123122,9.48,30,544,Salaried,7143517.080652274,51397.0,0,,0.0,0.0,0.0,0.0,0.3,0.0
660,2016-10-21,8757202,12.43,15,616,Salaried,14250503.816481603,107536.0,0,,0.0,0.0,0.0,0.0,0.1,0.0
661,2016-10-22,7348564,7.32,30,594,Salaried,11400984.258623328,50480.0,0,,0.0,0.0,0.0,0.0,0.3,0.0
662,2016-10-23,5150276,10.67,30,581,Salaried,7111771.494476802,47767.0,0,,0.0,0.0,0.0,0.0,0.3,0.0
663,2016-10-24,6723601,8.93,20,316,Self-employed,9024754.340653237,60192.0,1,5.0,5042700.75,7927901.862853015,0.0,5042700.75,0.3,0.0
664,2016-10-25,6354075,9.07,20,370,Self-employed,9357271.068065496,57456.0,1,3.0,5400963.75,7534635.774672311,0.0,5400963.75,0.3,0.0
665,2016-10-26,6279548,10.81,20,568,Salaried,8882679.351599963,64007.0,0,,0.0,0.0,0.0,0.0,0.3,0.0
666,2016-10-27,3382357,10.65,15,624,Self-employed,5212986.831132497,37704.0,0,,0.0,0.0,0.0,0.0,0.1,0.0
667,2016-10-28,8904069,12.45,15,604,Self-employed,11923917.965775296,109455.0,0,,0.0,0.0,0.0,0.0,0.1,0.0
668,2016-10-29,3245131,7.27,30,750,Salaried,3871764.519129364,22182.0,0,,0.0,0.0,0.0,0.0,0.02,0.0
669,2016-10-30,5246049,7.12,20,306,Salaried,6570635.84535535,41051.0,0,,0.0,0.0,0.0,0.0,0.3,0.0
670,2016-10-31,9480473,10.85,15,613,Self-employed,14992737.87830106,106863.0,0,,0.0,0.0,0.0,0.0,0.1,0.0
671,2016-11-01,6455770,9.97,10,402,Salaried,8650664.285324141,85206.0,0,,0.0,0.0,0.0,0.0,0.3,0.0
672,2016-11-02,2072200,8.14,30,492,Salaried,2560503.62175929,15408.0,0,,0.0,0.0,0.0,0.0,0.3,0.0
673,2016-11-03,3906158,6.98,25,873,Self-employed,5146666.221484494,27558.0,0,,0.0,0.0,0.0,0.0,0.02,0.0
674,2016-11-04,2222869,7.01,30,828,Salaried,3098063.6939501427,14804.0,0,,0.0,0.0,0.0,0.0,0.02,0.0
675,2016-11-05,4125354,11.87,25,470,Self-employed,5244709.700809545,43053.0,0,,0.0,0.0,0.0,0.0,0.3,0.0
676,2016-11-06,5782883,7.65,20,836,Self-employed,6493305.127357723,47118.0,0,,0.0,0.0,0.0,0.0,0.02,0.0
677,2016-11-07,7501632,8.44,25,550,Self-employed,11936295.568616265,60102.0,1,4.0,6301370.88,11253405.141212158,0.0,6301370.88,0.3,0.0
678,2016-11-08,4982588,7.86,20,686,Self-employed,6949169.480255183,41243.0,0,,0.0,0.0,0.0,0.0,0.1,0.0
679,2016-11-09,9083123,8.63,10,506,Self-employed,12580820.672543567,113250.0,1,4.0,5449873.8,10007740.79005772,0.0,5449873.8,0.3,0.0
680,2016-11-10,7160686,6.92,25,840,Salaried,9262419.913660094,50245.0,0,,0.0,0.0,0.0,0.0,0.02,0.0
681,2016-11-11,1635605,9.61,30,715,Salaried,2533259.458549172,13885.0,0,,0.0,0.0,0.0,0.0,0.02,0.0
682,2016-11-12,8479821,6.91,20,679,Salaried,12986084.356552528,65287.0,0,,0.0,0.0,0.0,0.0,0.1,0.0
683,2016-11-13,5583897,11.3,30,443,Salaried,8144440.574711571,54446.0,0,,0.0,0.0,0.0,0.0,0.3,0.0
684,2016-11-14,8413718,7.9,15,324,Self-employed,9488146.047061823,79921.0,0,,0.0,0.0,0.0,0.0,0.3,0.0
685,2016-11-15,1067661,9.74,20,372,Self-employed,1301656.4244854487,10120.0,0,,0.0,0.0,0.0,0.0,0.3,0.0
686,2016-11-16,7859991,11.78,25,392,Salaried,9843346.708409246,81508.0,0,,0.0,0.0,0.0,0.0,0.3,0.0
687,2016-11-17,8585153,10.41,20,804,Self-employed,10158894.751854822,85194.0,0,,0.0,0.0,0.0,0.0,0.02,0.0
688,2016-11-18,6914988,9.7,30,897,Salaried,10833904.368070234,59157.0,0,,0.0,0.0,0.0,0.0,0.02,0.0
689,2016-11-19,7558221,8.45,10,635,Salaried,8811170.852938369,93509.0,0,,0.0,0.0,0.0,0.0,0.1,0.0
690,2016-11-20,2307506,8.5,20,724,Salaried,2964232.1932743024,20025.0,0,,0.0,0.0,0.0,0.0,0.02,0.0
691,2016-11-21,3901614,10.52,25,798,Self-employed,5568971.206395932,36894.0,0,,0.0,0.0,0.0,0.0,0.02,0.0
692,2016-11-22,3966422,12.46,15,663,Self-employed,4695343.142971813,48784.0,0,,0.0,0.0,0.0,0.0,0.1,0.0
693,2016-11-23,4708654,10.47,10,498,Self-employed,5600411.031027803,63457.0,0,,0.0,0.0,0.0,0.0,0.3,0.0
694,2016-11-24,8315436,9.85,15,712,Self-employed,9740322.73651806,88597.0,0,,0.0,0.0,0.0,0.0,0.02,0.0
695,2016-11-25,1118033,10.88,20,638,Salaried,1761637.9736036283,11449.0,0,,0.0,0.0,0.0,0.0,0.1,0.0
696,2016-11-26,6872354,9.29,30,728,Self-employed,7714738.887116866,56736.0,0,,0.0,0.0,0.0,0.0,0.02,0.0
697,2016-11-27,2215502,6.86,30,438,Self-employed,2495249.8332298966,14532.0,0,,0.0,0.0,0.0,0.0,0.3,0.0
698,2016-11-28,3319049,9.87,25,841,Self-employed,4692954.02711835,29857.0,0,,0.0,0.0,0.0,0.0,0.02,0.0
699,2016-11-29,7292518,12.25,30,356,Salaried,11766524.864800578,76418.0,0,,0.0,0.0,0.0,0.0,0.3,0.0
700,2016-11-30,8587768,7.55,10,531,Salaried,13209579.124633403,102163.0,0,,0.0,0.0,0.0,0.0,0.3,0.0
701,2016-12-01,4720464,10.64,30,734,Self-employed,5257524.03584723,43675.0,0,,0.0,0.0,0.0,0.0,0.02,0.0
702,2016-12-02,3192614,7.71,25,683,Self-employed,4152162.6705081738,24031.0,0,,0.0,0.0,0.0,0.0,0.1,0.0
703,2016-12-03,1770173,9.71,20,859,Self-employed,2503828.433398193,16744.0,0,,0.0,0.0,0.0,0.0,0.02,0.0
704,2016-12-04,6642264,7.08,20,493,Self-employed,9676100.83648081,51817.0,1,2.0,5978037.600000001,8238510.696767158,0.0,5978037.600000001,0.3,0.0
705,2016-12-05,1467010,9.2,30,833,Salaried,2166615.5249166787,12016.0,0,,0.0,0.0,0.0,0.0,0.02,0.0
706,2016-12-06,2655016,11.04,15,817,Self-employed,3321901.6001705704,30244.0,0,,0.0,0.0,0.0,0.0,0.02,0.0
707,2016-12-07,5221038,8.59,20,484,Self-employed,7193332.037661938,45607.0,0,,0.0,0.0,0.0,0.0,0.3,0.0
708,2016-12-08,9376430,10.49,30,591,Self-employed,10539776.724121673,85700.0,1,1.0,9063882.333333334,9132043.537501113,0.0,9063882.333333334,0.3,0.0
709,2016-12-09,4880993,11.27,25,634,Salaried,6062193.832086506,48795.0,0,,0.0,0.0,0.0,0.0,0.1,0.0
710,2016-12-10,3568103,12.06,30,415,Salaried,4259844.812219942,36867.0,0,,0.0,0.0,0.0,0.0,0.3,0.0
711,2016-12-11,9469872,7.91,20,348,Self-employed,13767901.584680103,78680.0,0,,0.0,0.0,0.0,0.0,0.3,0.0
712,2016-12-12,9411883,8.9,25,381,Self-employed,15089047.906379554,78341.0,1,2.0,8658932.360000001,11349052.319992099,0.0,8658932.360000001,0.3,0.0
713,2016-12-13,7482532,7.41,30,632,Self-employed,10025542.397376413,51859.0,0,,0.0,0.0,0.0,0.0,0.1,0.0
714,2016-12-14,6196467,12.45,10,856,Self-employed,8923811.749394104,90521.0,0,,0.0,0.0,0.0,0.0,0.02,0.0
715,2016-12-15,6952793,12.06,25,634,Self-employed,10524569.205624564,73537.0,0,,0.0,0.0,0.0,0.0,0.1,0.0
716,2016-12-16,9961343,9.74,10,831,Salaried,11245682.7464087,130210.0,0,,0.0,0.0,0.0,0.0,0.02,0.0
717,2016-12-17,3000609,11.55,15,520,Salaried,4092503.3685944933,35148.0,0,,0.0,0.0,0.0,0.0,0.3,0.0
718,2016-12-18,3697143,9.63,25,622,Salaried,5666878.792431578,32637.0,0,,0.0,0.0,0.0,0.0,0.1,0.0
719,2016-12-19,2314532,10.24,10,302,Self-employed,3509018.887224534,30895.0,0,,0.0,0.0,0.0,0.0,0.3,0.0
720,2016-12-20,1421240,7.03,20,505,Salaried,2077189.6477923745,11044.0,0,,0.0,0.0,0.0,0.0,0.3,0.0
721,2016-12-21,1944789,11.03,20,339,Salaried,2161369.265640232,20114.0,0,,0.0,0.0,0.0,0.0,0.3,0.0
722,2016-12-22,3213573,7.27,15,358,Salaried,4723040.424418448,29372.0,0,,0.0,0.0,0.0,0.0,0.3,0.0
723,2016-12-23,9914501,11.46,25,873,Self-employed,14191133.226405624,100488.0,0,,0.0,0.0,0.0,0.0,0.02,0.0
724,2016-12-24,3255363,11.19,25,806,Self-employed,4080432.9055196913,32354.0,0,,0.0,0.0,0.0,0.0,0.02,0.0
725,2016-12-25,9375741,10.75,25,871,Salaried,13623799.564099625,90203.0,0,,0.0,0.0,0.0,0.0,0.02,0.0
726,2016-12-26,6056861,6.72,15,421,Self-employed,9111606.612818418,53497.0,1,2.0,5249279.533333333,8570213.742511444,0.0,5249279.533333333,0.3,0.0
727,2016-12-27,7436446,8.32,25,778,Salaried,11483242.059684334,58981.0,0,,0.0,0.0,0.0,0.0,0.02,0.0
728,2016-12-28,5148887,8.08,20,395,Salaried,7421232.893817888,43324.0,0,,0.0,0.0,0.0,0.0,0.3,0.0
729,2016-12-29,4668866,8.66,10,713,Salaried,7390080.592167515,58288.0,1,2.0,3735092.8000000003,5563551.459862536,0.0,3735092.8000000003,0.02,0.0
730,2016-12-30,5612338,7.03,20,534,Salaried,9267493.111094452,43614.0,0,,0.0,0.0,0.0,0.0,0.3,0.0
731,2016-12-31,2033255,12.12,20,361,Self-employed,2416535.656981608,22558.0,0,,0.0,0.0,0.0,0.0,0.3,0.0
732,2017-01-01,8082212,9.82,10,555,Self-employed,12601511.015428735,106003.0,0,,0.0,0.0,0.0,0.0,0.3,0.0
733,2017-01-02,9202787,8.33,20,860,Self-employed,11050508.821321163,78877.0,0,,0.0,0.0,0.0,0.0,0.02,0.0
734,2017-01-03,5989847,8.88,15,647,Self-employed,7137034.3137377165,60326.0,0,,0.0,0.0,0.0,0.0,0.1,0.0
735,2017-01-04,9929285,9.18,10,423,Salaried,13041239.615086569,126749.0,0,,0.0,0.0,0.0,0.0,0.3,0.0
736,2017-01-05,8643603,10.1,20,781,Self-employed,12474449.088672366,83986.0,0,,0.0,0.0,0.0,0.0,0.02,0.0
737,2017-01-06,4094235,9.59,30,616,Salaried,6362350.4598654285,34696.0,0,,0.0,0.0,0.0,0.0,0.1,0.0
738,2017-01-07,6986126,12.02,20,803,Self-employed,8508858.233813815,77021.0,0,,0.0,0.0,0.0,0.0,0.02,0.0
739,2017-01-08,3859653,9.48,15,347,Self-employed,4945634.797640245,40257.0,1,2.0,3345032.6,4428186.447277092,0.0,3345032.6,0.3,0.0
740,2017-01-09,1387952,12.45,25,708,Self-employed,1742266.1486885222,15082.0,0,,0.0,0.0,0.0,0.0,0.02,0.0
741,2017-01-10,2030117,11.61,20,435,Salaried,3368925.5740916533,21804.0,0,,0.0,0.0,0.0,0.0,0.3,0.0
742,2017-01-11,3896818,7.75,25,500,Salaried,4437000.114307693,29434.0,0,,0.0,0.0,0.0,0.0,0.3,0.0
743,2017-01-12,3357821,12.08,30,549,Salaried,5416827.091696285,34746.0,0,,0.0,0.0,0.0,0.0,0.3,0.0
744,2017-01-13,9913742,7.2,20,613,Salaried,13962195.579343796,78056.0,0,,0.0,0.0,0.0,0.0,0.1,0.0
745,2017-01-14,6584263,11.4,10,667,Self-employed,9134489.082997069,92195.0,1,3.0,4608984.1,7193136.881214278,0.0,4608984.1,0.1,0.0
746,2017-01-15,1244761,8.78,25,728,Salaried,2073196.5323223541,10259.0,0,,0.0,0.0,0.0,0.0,0.02,0.0
747,2017-01-16,9386180,11.77,30,779,Salaried,12529494.459611798,94889.0,0,,0.0,0.0,0.0,0.0,0.02,0.0
748,2017-01-17,1064323,11.71,10,613,Self-employed,1288772.0653366763,15092.0,0,,0.0,0.0,0.0,0.0,0.1,0.0
749,2017-01-18,2237715,11.34,10,799,Self-employed,2641990.8681983915,31257.0,0,,0.0,0.0,0.0,0.0,0.02,0.0
750,2017-01-19,9040979,11.24,10,654,Salaried,10466287.468080714,125771.0,0,,0.0,0.0,0.0,0.0,0.1,0.0
751,2017-01-20,1954480,8.33,10,784,Self-employed,2618838.2523082714,24055.0,0,,0.0,0.0,0.0,0.0,0.02,0.0
752,2017-01-21,7681134,6.99,20,510,Salaried,9732923.196363749,59506.0,0,,0.0,0.0,0.0,0.0,0.3,0.0
753,2017-01-22,1854016,8.92,20,343,Self-employed,2971865.7119804756,16586.0,1,4.0,1483212.8,2242334.755639402,0.0,1483212.8,0.3,0.0
754,2017-01-23,6347417,7.54,20,840,Salaried,8503911.419116,51290.0,0,,0.0,0.0,0.0,0.0,0.02,0.0
755,2017-01-24,6809701,10.67,30,870,Salaried,10534080.828959081,63158.0,0,,0.0,0.0,0.0,0.0,0.02,0.0
756,2017-01-25,9671370,8.58,30,882,Salaried,13604538.067464141,74913.0,0,,0.0,0.0,0.0,0.0,0.02,0.0
757,2017-01-26,3883427,12.35,30,391,Salaried,5557346.473720568,40995.0,0,,0.0,0.0,0.0,0.0,0.3,0.0
758,2017-01-27,2416012,10.35,15,564,Salaried,3322978.5417910116,26482.0,0,,0.0,0.0,0.0,0.0,0.3,0.0
759,2017-01-28,6752810,11.43,30,519,Self-employed,8752934.419015603,66512.0,0,,0.0,0.0,0.0,0.0,0.3,0.0
760,2017-01-29,1571650,7.3,20,741,Salaried,1804704.081599112,12470.0,0,,0.0,0.0,0.0,0.0,0.02,0.0
761,2017-01-30,5476576,11.67,20,700,Salaried,7623875.757790986,59047.0,0,,0.0,0.0,0.0,0.0,0.02,0.0
762,2017-01-31,9774533,12.04,15,699,Salaried,10929333.373028519,117562.0,0,,0.0,0.0,0.0,0.0,0.1,0.0
763,2017-02-01,3863793,9.42,15,875,Salaried,4668060.5545482235,40160.0,0,,0.0,0.0,0.0,0.0,0.02,0.0
764,2017-02-02,5909047,10.14,30,789,Salaried,7842712.314520995,52468.0,0,,0.0,0.0,0.0,0.0,0.02,0.0
765,2017-02-03,7881289,11.09,25,784,Self-employed,9935968.477693804,77759.0,0,,0.0,0.0,0.0,0.0,0.02,0.0
766,2017-02-04,8422212,7.55,15,769,Self-employed,13354446.393261433,78314.0,0,,0.0,0.0,0.0,0.0,0.02,0.0
767,2017-02-05,4757974,9.52,10,873,Salaried,5575599.677745775,61619.0,0,,0.0,0.0,0.0,0.0,0.02,0.0
768,2017-02-06,9791689,8.89,20,744,Self-employed,12639211.999612521,87407.0,0,,0.0,0.0,0.0,0.0,0.02,0.0
769,2017-02-07,8211179,7.38,10,568,Salaried,9166101.184272444,96955.0,0,,0.0,0.0,0.0,0.0,0.3,0.0
770,2017-02-08,9767500,8.71,20,566,Self-employed,12349407.663864212,86067.0,1,3.0,8302375.0,10218066.157183312,0.0,8302375.0,0.3,0.0
771,2017-02-09,5199591,6.91,20,353,Self-employed,6115486.102359044,40032.0,1,5.0,3899693.25,5274779.216626921,0.0,3899693.25,0.3,0.0
772,2017-02-10,6500545,6.65,15,827,Salaried,7739399.843466684,57164.0,1,5.0,4333696.666666667,7047445.335621745,0.0,4333696.666666667,0.02,0.0
773,2017-02-11,9291923,7.31,15,819,Self-employed,13205538.129368456,85137.0,0,,0.0,0.0,0.0,0.0,0.02,0.0
774,2017-02-12,4154240,12.28,10,358,Self-employed,6128253.475192208,60276.0,0,,0.0,0.0,0.0,0.0,0.3,0.0
775,2017-02-13,8796324,9.8,20,339,Salaried,12063837.650047535,83724.0,0,,0.0,0.0,0.0,0.0,0.3,0.0
776,2017-02-14,9112074,12.29,10,536,Salaried,12310745.387285028,132264.0,0,,0.0,0.0,0.0,0.0,0.3,0.0
777,2017-02-15,3190222,9.09,25,685,Self-employed,4747174.660020554,26969.0,0,,0.0,0.0,0.0,0.0,0.1,0.0
778,2017-02-16,3719269,8.37,10,599,Self-employed,4283000.221713395,45855.0,1,3.0,2603488.3,3801911.2618913692,0.0,2603488.3,0.3,0.0
779,2017-02-17,8235574,9.54,30,694,Self-employed,10797009.464550743,69490.0,0,,0.0,0.0,0.0,0.0,0.1,0.0
780,2017-02-18,6672354,9.14,10,506,Salaried,7467381.314417784,85029.0,0,,0.0,0.0,0.0,0.0,0.3,0.0
781,2017-02-19,6205597,7.13,30,635,Self-employed,7361278.457005113,41829.0,0,,0.0,0.0,0.0,0.0,0.1,0.0
782,2017-02-20,6284958,10.34,30,892,Self-employed,8197292.388756934,56741.0,0,,0.0,0.0,0.0,0.0,0.02,0.0
783,2017-02-21,1786667,7.8,30,813,Self-employed,2020860.288484641,12862.0,0,,0.0,0.0,0.0,0.0,0.02,0.0
784,2017-02-22,2712503,10.22,25,477,Salaried,3609632.150947489,25070.0,0,,0.0,0.0,0.0,0.0,0.3,0.0
785,2017-02-23,4609736,10.4,10,695,Salaried,5322209.831899057,61944.0,0,,0.0,0.0,0.0,0.0,0.1,0.0
786,2017-02-24,9060833,7.41,10,670,Salaried,12807855.10181905,107129.0,0,,0.0,0.0,0.0,0.0,0.1,0.0
787,2017-02-25,7638155,6.87,25,617,Salaried,10703801.817501426,53353.0,0,,0.0,0.0,0.0,0.0,0.1,0.0
788,2017-02-26,2384418,11.18,20,668,Self-employed,3286861.2337505934,24904.0,0,,0.0,0.0,0.0,0.0,0.1,0.0
789,2017-02-27,1386594,9.26,15,683,Salaried,1814942.8469640901,14279.0,0,,0.0,0.0,0.0,0.0,0.1,0.0
790,2017-02-28,3869760,6.85,10,361,Self-employed,5051595.516357939,44633.0,1,5.0,1934880.0,4301787.338479461,0.0,1934880.0,0.3,0.0
791,2017-03-01,2092501,12.47,15,804,Self-employed,2794025.9358258,25750.0,0,,0.0,0.0,0.0,0.0,0.02,0.0
792,2017-03-02,6238331,6.85,25,538,Self-employed,9017531.607697174,43496.0,1,2.0,5739264.5200000005,7514037.6588220205,0.0,5739264.5200000005,0.3,0.0
793,2017-03-03,9525631,10.67,20,494,Self-employed,10847237.362740055,96192.0,1,2.0,8573067.9,9942538.878687365,0.0,8573067.9,0.3,0.0
794,2017-03-04,2135964,12.4,20,521,Salaried,2750489.9324348723,24117.0,0,,0.0,0.0,0.0,0.0,0.3,0.0
795,2017-03-05,3155748,7.94,20,360,Salaried,4368895.073544768,26278.0,0,,0.0,0.0,0.0,0.0,0.3,0.0
796,2017-03-06,4925282,7.35,25,428,Salaried,6192572.925068629,35918.0,0,,0.0,0.0,0.0,0.0,0.3,0.0
797,2017-03-07,1873172,7.23,30,455,Salaried,2255773.718759271,12753.0,0,,0.0,0.0,0.0,0.0,0.3,0.0
798,2017-03-08,9910852,8.32,30,677,Salaried,11158124.741236476,74945.0,0,,0.0,0.0,0.0,0.0,0.1,0.0
799,2017-03-09,6655378,7.11,15,885,Self-employed,8875437.886249673,60230.0,1,1.0,6211686.133333334,7506106.452802577,0.0,6211686.133333334,0.02,0.0
800,2017-03-10,5873594,10.65,30,736,Salaried,9269760.179611707,54388.0,0,,0.0,0.0,0.0,0.0,0.02,0.0
801,2017-03-11,5063309,6.87,30,506,Salaried,6914918.529558674,33245.0,0,,0.0,0.0,0.0,0.0,0.3,0.0
802,2017-03-12,7941245,9.56,20,687,Salaried,10678148.856736032,74334.0,0,,0.0,0.0,0.0,0.0,0.1,0.0
803,2017-03-13,8817304,12.48,20,779,Salaried,10145348.088436654,100053.0,0,,0.0,0.0,0.0,0.0,0.02,0.0
804,2017-03-14,1829735,11.38,15,639,Self-employed,2546815.896748372,21235.0,0,,0.0,0.0,0.0,0.0,0.1,0.0
805,2017-03-15,8021862,10.19,10,639,Self-employed,9054048.117205936,106855.0,0,,0.0,0.0,0.0,0.0,0.1,0.0
806,2017-03-16,9351245,8.34,15,503,Self-employed,12542922.39776342,91210.0,0,,0.0,0.0,0.0,0.0,0.3,0.0
807,2017-03-17,6282591,10.24,15,460,Self-employed,7042204.356745961,68438.0,1,5.0,4188394.0000000005,5845530.449602574,0.0,4188394.0000000005,0.3,0.0
808,2017-03-18,8483058,9.66,25,839,Self-employed,14080710.905123778,75062.0,0,,0.0,0.0,0.0,0.0,0.02,0.0
809,2017-03-19,3562469,9.06,25,691,Salaried,4096465.325067472,30043.0,0,,0.0,0.0,0.0,0.0,0.1,0.0
810,2017-03-20,4086176,7.28,15,874,Self-employed,4646887.389986357,37370.0,0,,0.0,0.0,0.0,0.0,0.02,0.0
811,2017-03-21,7509590,11.82,15,833,Self-employed,8453829.67891704,89260.0,0,,0.0,0.0,0.0,0.0,0.02,0.0
